X,Y,Z,ScaledValSoft
25.0,122.0,16.0,0.41125306487083435
25.0,130.0,16.0,0.07637946307659149
26.0,3.0,16.0,0.1397118866443634
26.0,10.0,16.0,0.1538461595773697
26.0,20.0,16.0,0.8124490976333618
26.0,34.0,16.0,0.1375373750925064
26.0,35.0,16.0,0.2120141237974167
26.0,37.0,16.0,0.29165536165237427
26.0,39.0,16.0,0.15629248321056366
26.0,42.0,16.0,0.10437619686126709
26.0,43.0,16.0,0.1334601789712906
26.0,44.0,16.0,0.13373200595378876
26.0,45.0,16.0,0.17341668903827667
26.0,46.0,16.0,0.11986953765153885
26.0,55.0,16.0,0.7417776584625244
26.0,57.0,16.0,0.42321285605430603
26.0,62.0,16.0,0.19706442952156067
26.0,82.0,16.0,0.8042946457862854
26.0,88.0,16.0,0.763522744178772
26.0,92.0,16.0,0.7988583445549011
26.0,93.0,16.0,0.10301712900400162
26.0,96.0,16.0,0.18564826250076294
26.0,97.0,16.0,0.2386518120765686
26.0,105.0,16.0,0.479478120803833
26.0,113.0,16.0,0.15710791945457458
26.0,116.0,16.0,0.10165806114673615
26.0,117.0,16.0,0.15112802386283875
26.0,119.0,16.0,0.48110902309417725
26.0,124.0,16.0,0.4474042057991028
26.0,125.0,16.0,0.4710519313812256
27.0,5.0,16.0,0.07610764354467392
27.0,6.0,16.0,0.08453384786844254
27.0,9.0,16.0,0.12285948544740677
27.0,11.0,16.0,0.14025551080703735
27.0,16.0,16.0,0.07909758388996124
27.0,20.0,16.0,0.7580864429473877
27.0,25.0,16.0,0.8695298433303833
27.0,27.0,16.0,0.8505029082298279
27.0,28.0,16.0,0.8668116331100464
27.0,40.0,16.0,0.07909758388996124
27.0,45.0,16.0,0.0655069425702095
27.0,47.0,16.0,0.06333243101835251
27.0,53.0,16.0,0.7662408351898193
27.0,58.0,16.0,0.3460179269313812
27.0,60.0,16.0,0.21473225951194763
27.0,64.0,16.0,0.25197064876556396
27.0,69.0,16.0,0.10328894853591919
27.0,76.0,16.0,0.0462082140147686
27.0,79.0,16.0,0.08018483966588974
27.0,80.0,16.0,0.5284044742584229
27.0,96.0,16.0,0.20684969425201416
27.0,111.0,16.0,0.10981246083974838
27.0,123.0,16.0,0.34139710664749146
27.0,124.0,16.0,0.3223702013492584
27.0,125.0,16.0,0.5727099776268005
27.0,127.0,16.0,0.47050830721855164
28.0,3.0,16.0,0.07936940342187881
28.0,4.0,16.0,0.08562109619379044
28.0,13.0,16.0,0.08806741237640381
28.0,19.0,16.0,0.016036968678236008
28.0,28.0,16.0,0.8233215808868408
28.0,39.0,16.0,0.10138625651597977
28.0,40.0,16.0,0.10845339298248291
28.0,46.0,16.0,0.08371840417385101
28.0,61.0,16.0,0.30823594331741333
28.0,62.0,16.0,0.31448763608932495
28.0,65.0,16.0,0.2826855182647705
28.0,68.0,16.0,0.12204404175281525
28.0,70.0,16.0,0.11035608500242233
28.0,71.0,16.0,0.05871161073446274
28.0,73.0,16.0,0.07583582401275635
28.0,77.0,16.0,0.052188098430633545
28.0,84.0,16.0,0.8233215808868408
28.0,89.0,16.0,0.8233215808868408
28.0,98.0,16.0,0.1742321252822876
28.0,101.0,16.0,0.23104102909564972
28.0,106.0,16.0,0.11878228932619095
28.0,108.0,16.0,0.11660777777433395
28.0,116.0,16.0,0.0687686875462532
28.0,119.0,16.0,0.26719215512275696
29.0,3.0,16.0,0.064419686794281
29.0,4.0,16.0,0.11470508575439453
29.0,6.0,16.0,0.1731448769569397
29.0,13.0,16.0,0.09187280386686325
29.0,14.0,16.0,0.12313129007816315
29.0,15.0,16.0,0.14487633109092712
29.0,16.0,16.0,0.15004077553749084
29.0,17.0,16.0,0.037238381803035736
29.0,21.0,16.0,0.763522744178772
29.0,27.0,16.0,0.8695298433303833
29.0,34.0,16.0,0.24001087248325348
29.0,36.0,16.0,0.14786627888679504
29.0,54.0,16.0,0.7037238478660583
29.0,57.0,16.0,0.6629519462585449
29.0,59.0,16.0,0.2856754660606384
29.0,61.0,16.0,0.2987224757671356
29.0,68.0,16.0,0.13672195374965668
29.0,71.0,16.0,0.0989399403333664
29.0,72.0,16.0,0.08589291572570801
29.0,74.0,16.0,0.07447677105665207
29.0,76.0,16.0,0.03125849738717079
29.0,78.0,16.0,0.036694757640361786
29.0,81.0,16.0,0.7417776584625244
29.0,82.0,16.0,0.739059567451477
29.0,86.0,16.0,0.7988583445549011
29.0,90.0,16.0,0.8586573004722595
29.0,92.0,16.0,0.8477847576141357
29.0,100.0,16.0,0.28431639075279236
29.0,110.0,16.0,0.04593639448285103
29.0,112.0,16.0,0.08589291572570801
29.0,119.0,16.0,0.17042674124240875
29.0,120.0,16.0,0.27262842655181885
29.0,127.0,16.0,0.4805653989315033
29.0,130.0,16.0,0.3764609694480896
30.0,7.0,16.0,0.19543354213237762
30.0,12.0,16.0,0.054906222969293594
30.0,15.0,16.0,0.08426202833652496
30.0,16.0,16.0,0.08942648023366928
30.0,29.0,16.0,0.8287578225135803
30.0,32.0,16.0,0.18755096197128296
30.0,34.0,16.0,0.10573525726795197
30.0,39.0,16.0,0.16689318418502808
30.0,41.0,16.0,0.10709432512521744
30.0,48.0,16.0,0.7336232662200928
30.0,50.0,16.0,0.722750723361969
30.0,54.0,16.0,0.7118782997131348
30.0,57.0,16.0,0.7200326323509216
30.0,61.0,16.0,0.3416689336299896
30.0,65.0,16.0,0.41560205817222595
30.0,66.0,16.0,0.34792062640190125
30.0,68.0,16.0,0.1568361222743988
30.0,69.0,16.0,0.17396031320095062
30.0,74.0,16.0,0.1000271886587143
30.0,83.0,16.0,0.7798314690589905
30.0,85.0,16.0,0.7879859209060669
30.0,88.0,16.0,0.7988583445549011
30.0,89.0,16.0,0.7961402535438538
30.0,97.0,16.0,0.11959771811962128
30.0,100.0,16.0,0.45854851603507996
30.0,107.0,16.0,0.14270183444023132
30.0,112.0,16.0,0.09703724831342697
30.0,113.0,16.0,0.11171514540910721
30.0,115.0,16.0,0.05599347501993179
30.0,122.0,16.0,0.17151398956775665
30.0,128.0,16.0,0.3954879343509674
31.0,7.0,16.0,0.17504756152629852
31.0,9.0,16.0,0.037238381803035736
31.0,10.0,16.0,0.054634418338537216
31.0,15.0,16.0,0.05300353094935417
31.0,16.0,16.0,0.06523512303829193
31.0,19.0,16.0,0.0676814392209053
31.0,20.0,16.0,0.1011144369840622
31.0,25.0,16.0,0.7580864429473877
31.0,30.0,16.0,0.8070127964019775
31.0,36.0,16.0,0.2593095898628235
31.0,42.0,16.0,0.07991302758455276
31.0,44.0,16.0,0.06197335943579674
31.0,54.0,16.0,0.801576554775238
31.0,59.0,16.0,0.4085349440574646
31.0,66.0,16.0,0.14677903056144714
31.0,68.0,16.0,0.16526229679584503
31.0,73.0,16.0,0.06088611111044884
31.0,75.0,16.0,0.08399022370576859
31.0,85.0,16.0,0.7798314690589905
31.0,88.0,16.0,0.7662408351898193
31.0,91.0,16.0,0.8206034302711487
31.0,96.0,16.0,0.19189997017383575
31.0,100.0,16.0,0.337863564491272
31.0,101.0,16.0,0.5618374943733215
31.0,104.0,16.0,0.3731992542743683
31.0,107.0,16.0,0.29709160327911377
31.0,109.0,16.0,0.08861104398965836
31.0,111.0,16.0,0.027996739372611046
31.0,112.0,16.0,0.03288936987519264
31.0,116.0,16.0,0.05191628262400627
31.0,117.0,16.0,0.058439791202545166
31.0,118.0,16.0,0.07828214019536972
31.0,122.0,16.0,0.15710791945457458
32.0,8.0,16.0,0.11633597314357758
32.0,12.0,16.0,0.11796684563159943
32.0,13.0,16.0,0.09921174496412277
32.0,16.0,16.0,0.015765152871608734
32.0,18.0,16.0,0.1138896495103836
32.0,26.0,16.0,0.7499321103096008
32.0,29.0,16.0,0.8151671886444092
32.0,31.0,16.0,0.2652894854545593
32.0,37.0,16.0,0.22560478746891022
32.0,39.0,16.0,0.16961131989955902
32.0,42.0,16.0,0.021473228931427002
32.0,50.0,16.0,0.7934221625328064
32.0,54.0,16.0,0.8042946457862854
32.0,55.0,16.0,0.7988583445549011
32.0,59.0,16.0,0.36939385533332825
32.0,64.0,16.0,0.5153574347496033
32.0,70.0,16.0,0.10138625651597977
32.0,73.0,16.0,0.07284588366746902
32.0,79.0,16.0,0.18401740491390228
32.0,80.0,16.0,0.20902419090270996
32.0,87.0,16.0,0.78526771068573
32.0,92.0,16.0,0.7961402535438538
32.0,99.0,16.0,0.13889645040035248
32.0,107.0,16.0,0.1342756301164627
32.0,130.0,16.0,0.16036967933177948
33.0,2.0,16.0,0.10491982102394104
33.0,19.0,16.0,0.1375373750925064
33.0,20.0,16.0,0.05245990678668022
33.0,29.0,16.0,0.7907040119171143
33.0,36.0,16.0,0.31965208053588867
33.0,37.0,16.0,0.22397390007972717
33.0,44.0,16.0,0.08100027590990067
33.0,49.0,16.0,0.7771133780479431
33.0,53.0,16.0,0.7934221625328064
33.0,62.0,16.0,0.43924978375434875
33.0,67.0,16.0,0.1568361222743988
33.0,71.0,16.0,0.169883131980896
33.0,72.0,16.0,0.08969829231500626
33.0,73.0,16.0,0.08725197613239288
33.0,81.0,16.0,0.20494699478149414
33.0,83.0,16.0,0.7553683519363403
33.0,87.0,16.0,0.7771133780479431
33.0,91.0,16.0,0.7553683519363403
33.0,98.0,16.0,0.14786627888679504
33.0,99.0,16.0,0.2128295749425888
33.0,104.0,16.0,0.2845882177352905
33.0,106.0,16.0,0.1785811334848404
33.0,110.0,16.0,0.08698016405105591
33.0,114.0,16.0,0.055178042501211166
33.0,123.0,16.0,0.3484642505645752
33.0,127.0,16.0,0.5409078598022461
34.0,1.0,16.0,0.1720576286315918
34.0,4.0,16.0,0.051644474267959595
34.0,10.0,16.0,0.024463171139359474
34.0,16.0,16.0,0.06632237136363983
34.0,29.0,16.0,0.7988583445549011
34.0,35.0,16.0,0.2484370768070221
34.0,41.0,16.0,0.16254419088363647
34.0,58.0,16.0,0.7580864429473877
34.0,62.0,16.0,0.4302799701690674
34.0,75.0,16.0,0.24109812080860138
34.0,87.0,16.0,0.8151671886444092
34.0,90.0,16.0,0.7689589858055115
34.0,100.0,16.0,0.17586301267147064
34.0,104.0,16.0,0.20277249813079834
34.0,105.0,16.0,0.36912205815315247
34.0,107.0,16.0,0.10138625651597977
34.0,110.0,16.0,0.1590106189250946
34.0,111.0,16.0,0.12014134973287582
34.0,114.0,16.0,0.06306061893701553
34.0,116.0,16.0,0.0709431990981102
34.0,117.0,16.0,0.07637946307659149
34.0,121.0,16.0,0.31421583890914917
34.0,127.0,16.0,0.4870888888835907
35.0,7.0,16.0,0.04376189410686493
35.0,11.0,16.0,0.01793965883553028
35.0,19.0,16.0,0.2022288739681244
35.0,28.0,16.0,0.7907040119171143
35.0,33.0,16.0,0.3389508128166199
35.0,34.0,16.0,0.5517804026603699
35.0,35.0,16.0,0.28784996271133423
35.0,38.0,16.0,0.5237836837768555
35.0,41.0,16.0,0.14107094705104828
35.0,53.0,16.0,0.7825496196746826
35.0,54.0,16.0,0.7934221625328064
35.0,62.0,16.0,0.7771133780479431
35.0,69.0,16.0,0.21880947053432465
35.0,71.0,16.0,0.10464800894260406
35.0,73.0,16.0,0.07801033556461334
35.0,93.0,16.0,0.7472139000892639
35.0,94.0,16.0,0.763522744178772
35.0,101.0,16.0,0.2976352274417877
35.0,103.0,16.0,0.1590106189250946
35.0,116.0,16.0,0.10491982102394104
35.0,122.0,16.0,0.18891003727912903
35.0,124.0,16.0,0.2332155555486679
36.0,17.0,16.0,0.08018483966588974
36.0,22.0,16.0,0.268551230430603
36.0,28.0,16.0,0.8042946457862854
36.0,41.0,16.0,0.20358791947364807
36.0,47.0,16.0,0.06061430275440216
36.0,50.0,16.0,0.8042946457862854
36.0,52.0,16.0,0.7472139000892639
36.0,55.0,16.0,0.7907040119171143
36.0,57.0,16.0,0.801576554775238
36.0,59.0,16.0,0.7689589858055115
36.0,65.0,16.0,0.3117695152759552
36.0,72.0,16.0,0.13373200595378876
36.0,76.0,16.0,0.2473498284816742
36.0,80.0,16.0,0.21446044743061066
36.0,95.0,16.0,0.7771133780479431
36.0,96.0,16.0,0.7825496196746826
36.0,102.0,16.0,0.2625713646411896
36.0,111.0,16.0,0.13998369872570038
36.0,115.0,16.0,0.18727914988994598
36.0,117.0,16.0,0.14650720357894897
36.0,130.0,16.0,0.2033161222934723
37.0,2.0,16.0,0.23185649514198303
37.0,3.0,16.0,0.1280239224433899
37.0,4.0,16.0,0.13182930648326874
37.0,7.0,16.0,0.10138625651597977
37.0,9.0,16.0,0.013318837620317936
37.0,14.0,16.0,0.05409079045057297
37.0,16.0,16.0,0.054362598806619644
37.0,29.0,16.0,0.8314759731292725
37.0,38.0,16.0,0.5131829380989075
37.0,47.0,16.0,0.09377548098564148
37.0,48.0,16.0,0.05572166666388512
37.0,65.0,16.0,0.17667844891548157
37.0,68.0,16.0,0.15221527218818665
37.0,70.0,16.0,0.2215275764465332
37.0,76.0,16.0,0.10247350484132767
37.0,80.0,16.0,0.16200055181980133
37.0,91.0,16.0,0.78526771068573
37.0,97.0,16.0,0.7825496196746826
37.0,117.0,16.0,0.10573525726795197
37.0,119.0,16.0,0.11225877702236176
37.0,120.0,16.0,0.18510465323925018
37.0,124.0,16.0,0.17124217748641968
37.0,125.0,16.0,0.17559120059013367
38.0,9.0,16.0,0.028540365397930145
38.0,10.0,16.0,0.022016853094100952
38.0,13.0,16.0,0.10328894853591919
38.0,25.0,16.0,0.8287578225135803
38.0,32.0,16.0,0.27670562267303467
38.0,50.0,16.0,0.05191628262400627
38.0,52.0,16.0,0.7716770768165588
38.0,62.0,16.0,0.7961402535438538
38.0,65.0,16.0,0.1386246234178543
38.0,73.0,16.0,0.17912475764751434
38.0,79.0,16.0,0.22533296048641205
38.0,80.0,16.0,0.16200055181980133
38.0,86.0,16.0,0.7961402535438538
38.0,102.0,16.0,0.22832292318344116
38.0,108.0,16.0,0.08806741237640381
38.0,109.0,16.0,0.11144333332777023
38.0,112.0,16.0,0.08698016405105591
38.0,115.0,16.0,0.10301712900400162
38.0,118.0,16.0,0.10437619686126709
38.0,121.0,16.0,0.12612123787403107
38.0,127.0,16.0,0.16798043251037598
39.0,4.0,16.0,0.12530580163002014
39.0,11.0,16.0,0.06849688291549683
39.0,15.0,16.0,0.08263115584850311
39.0,18.0,16.0,0.1386246234178543
39.0,32.0,16.0,0.2473498284816742
39.0,55.0,16.0,0.826039731502533
39.0,56.0,16.0,0.8233215808868408
39.0,60.0,16.0,0.7907040119171143
39.0,61.0,16.0,0.7689589858055115
39.0,73.0,16.0,0.17559120059013367
39.0,78.0,16.0,0.07148682326078415
39.0,79.0,16.0,0.22533296048641205
39.0,81.0,16.0,0.19108453392982483
39.0,82.0,16.0,0.2655613124370575
39.0,84.0,16.0,0.2549605667591095
39.0,86.0,16.0,0.7825496196746826
39.0,89.0,16.0,0.78526771068573
39.0,93.0,16.0,0.8070127964019775
39.0,95.0,16.0,0.8124490976333618
39.0,102.0,16.0,0.2462625801563263
39.0,105.0,16.0,0.18564826250076294
39.0,119.0,16.0,0.0665941908955574
39.0,126.0,16.0,0.1560206562280655
40.0,4.0,16.0,0.13726557791233063
40.0,8.0,16.0,0.0720304474234581
40.0,9.0,16.0,0.05028540641069412
40.0,15.0,16.0,0.0709431990981102
40.0,16.0,16.0,0.06387605518102646
40.0,19.0,16.0,0.16798043251037598
40.0,21.0,16.0,0.5126393437385559
40.0,25.0,16.0,0.801576554775238
40.0,26.0,16.0,0.8341941237449646
40.0,28.0,16.0,0.8314759731292725
40.0,36.0,16.0,0.18021202087402344
40.0,46.0,16.0,0.1236749142408371
40.0,54.0,16.0,0.7879859209060669
40.0,59.0,16.0,0.7580864429473877
40.0,62.0,16.0,0.7336232662200928
40.0,75.0,16.0,0.17260123789310455
40.0,76.0,16.0,0.21418865025043488
40.0,78.0,16.0,0.07148682326078415
40.0,81.0,16.0,0.19108453392982483
40.0,88.0,16.0,0.7776570320129395
40.0,95.0,16.0,0.8341941237449646
40.0,96.0,16.0,0.8124490976333618
40.0,105.0,16.0,0.14433270692825317
40.0,107.0,16.0,0.10709432512521744
40.0,115.0,16.0,0.14433270692825317
40.0,116.0,16.0,0.07665126770734787
40.0,118.0,16.0,0.06795325875282288
40.0,122.0,16.0,0.05925523489713669
41.0,2.0,16.0,0.18564826250076294
41.0,6.0,16.0,0.03968469798564911
41.0,11.0,16.0,0.1236749142408371
41.0,12.0,16.0,0.10519163310527802
41.0,15.0,16.0,0.03995651379227638
41.0,36.0,16.0,0.15846697986125946
41.0,43.0,16.0,0.12285948544740677
41.0,48.0,16.0,0.07039957493543625
41.0,49.0,16.0,0.0752921998500824
41.0,50.0,16.0,0.06822506338357925
41.0,53.0,16.0,0.08263115584850311
41.0,54.0,16.0,0.8070127964019775
41.0,56.0,16.0,0.8042946457862854
41.0,61.0,16.0,0.7662408351898193
41.0,65.0,16.0,0.8178852796554565
41.0,66.0,16.0,0.37917912006378174
41.0,67.0,16.0,0.39385703206062317
41.0,69.0,16.0,0.09268823266029358
41.0,73.0,16.0,0.16417504847049713
41.0,85.0,16.0,0.29600435495376587
41.0,86.0,16.0,0.7934221625328064
41.0,87.0,16.0,0.7798314690589905
41.0,93.0,16.0,0.8912748098373413
41.0,96.0,16.0,0.801576554775238
41.0,100.0,16.0,0.7771133780479431
41.0,105.0,16.0,0.1193259134888649
41.0,108.0,16.0,0.03234574571251869
41.0,111.0,16.0,0.0655069425702095
41.0,113.0,16.0,0.044577326625585556
41.0,120.0,16.0,0.1386246234178543
41.0,126.0,16.0,0.09703724831342697
42.0,5.0,16.0,0.06713781505823135
42.0,17.0,16.0,0.03642294555902481
42.0,21.0,16.0,0.2408263087272644
42.0,29.0,16.0,0.8390867114067078
42.0,32.0,16.0,0.25441697239875793
42.0,35.0,16.0,0.2098396271467209
42.0,36.0,16.0,0.16064147651195526
42.0,48.0,16.0,0.10845339298248291
42.0,50.0,16.0,0.07556401938199997
42.0,54.0,16.0,0.11470508575439453
42.0,60.0,16.0,0.7771133780479431
42.0,69.0,16.0,0.09078554064035416
42.0,73.0,16.0,0.1277521252632141
42.0,76.0,16.0,0.1807556450366974
42.0,84.0,16.0,0.2549605667591095
42.0,89.0,16.0,0.8369122743606567
42.0,90.0,16.0,0.8477847576141357
42.0,95.0,16.0,0.8532209992408752
42.0,100.0,16.0,0.801576554775238
42.0,105.0,16.0,0.07338951528072357
42.0,107.0,16.0,0.06170155480504036
42.0,110.0,16.0,0.03995651379227638
42.0,112.0,16.0,0.044577326625585556
42.0,114.0,16.0,0.04267464578151703
42.0,116.0,16.0,0.17803750932216644
42.0,117.0,16.0,0.10057081282138824
42.0,118.0,16.0,0.05979885905981064
42.0,129.0,16.0,0.1364501267671585
42.0,130.0,16.0,0.08399022370576859
43.0,3.0,16.0,0.18836639821529388
43.0,4.0,16.0,0.08181571215391159
43.0,8.0,16.0,0.08290297538042068
43.0,10.0,16.0,0.08426202833652496
43.0,11.0,16.0,0.10491982102394104
43.0,12.0,16.0,0.10736614465713501
43.0,13.0,16.0,0.1386246234178543
43.0,16.0,16.0,0.07583582401275635
43.0,22.0,16.0,0.1440608948469162
43.0,25.0,16.0,0.8477847576141357
43.0,29.0,16.0,0.25088340044021606
43.0,32.0,16.0,0.2258765995502472
43.0,41.0,16.0,0.12014134973287582
43.0,46.0,16.0,0.06088611111044884
43.0,55.0,16.0,0.044577326625585556
43.0,56.0,16.0,0.8287578225135803
43.0,74.0,16.0,0.18673554062843323
43.0,86.0,16.0,0.15819516777992249
43.0,87.0,16.0,0.801576554775238
43.0,93.0,16.0,0.8613753914833069
43.0,96.0,16.0,0.8505029082298279
43.0,100.0,16.0,0.8151671886444092
43.0,109.0,16.0,0.051644474267959595
43.0,110.0,16.0,0.042402829974889755
43.0,114.0,16.0,0.14134275913238525
43.0,115.0,16.0,0.18646371364593506
43.0,116.0,16.0,0.1473226547241211
43.0,117.0,16.0,0.08045665174722672
43.0,118.0,16.0,0.051644474267959595
43.0,125.0,16.0,0.30171242356300354
43.0,127.0,16.0,0.21038326621055603
43.0,129.0,16.0,0.09948356449604034
44.0,6.0,16.0,0.10818157345056534
44.0,7.0,16.0,0.15112802386283875
44.0,8.0,16.0,0.14569178223609924
44.0,9.0,16.0,0.10926883667707443
44.0,10.0,16.0,0.07909758388996124
44.0,15.0,16.0,0.05925523489713669
44.0,21.0,16.0,0.0935036763548851
44.0,25.0,16.0,0.8287578225135803
44.0,33.0,16.0,0.23729273676872253
44.0,38.0,16.0,0.20195706188678741
44.0,42.0,16.0,0.0913291797041893
44.0,45.0,16.0,0.07148682326078415
44.0,47.0,16.0,0.07610764354467392
44.0,51.0,16.0,0.14161457121372223
44.0,56.0,16.0,0.7907040119171143
44.0,65.0,16.0,0.7825496196746826
44.0,68.0,16.0,0.7553683519363403
44.0,76.0,16.0,0.059527043253183365
44.0,77.0,16.0,0.11225877702236176
44.0,85.0,16.0,0.29600435495376587
44.0,87.0,16.0,0.37483012676239014
44.0,91.0,16.0,0.8070127964019775
44.0,92.0,16.0,0.8206034302711487
44.0,93.0,16.0,0.8505029082298279
44.0,98.0,16.0,0.7879859209060669
44.0,100.0,16.0,0.8369122743606567
44.0,114.0,16.0,0.13264474272727966
44.0,116.0,16.0,0.18347376585006714
44.0,117.0,16.0,0.20712149143218994
44.0,118.0,16.0,0.04593639448285103
44.0,120.0,16.0,0.10247350484132767
45.0,1.0,16.0,0.2538733184337616
45.0,8.0,16.0,0.15112802386283875
45.0,14.0,16.0,0.08235934376716614
45.0,16.0,16.0,0.08562109619379044
45.0,20.0,16.0,0.07909758388996124
45.0,23.0,16.0,0.8178852796554565
45.0,27.0,16.0,0.8124490976333618
45.0,36.0,16.0,0.1236749142408371
45.0,40.0,16.0,0.23104102909564972
45.0,45.0,16.0,0.0891546681523323
45.0,55.0,16.0,0.12612123787403107
45.0,62.0,16.0,0.7526502013206482
45.0,64.0,16.0,0.7689589858055115
45.0,68.0,16.0,0.7116064429283142
45.0,74.0,16.0,0.06577874720096588
45.0,77.0,16.0,0.11878228932619095
45.0,81.0,16.0,0.19108453392982483
45.0,83.0,16.0,0.21663495898246765
45.0,85.0,16.0,0.29600435495376587
45.0,86.0,16.0,0.15819516777992249
45.0,88.0,16.0,0.30578961968421936
45.0,92.0,16.0,0.8233215808868408
45.0,103.0,16.0,0.7716770768165588
45.0,110.0,16.0,0.11687959730625153
45.0,113.0,16.0,0.1579233705997467
45.0,114.0,16.0,0.18537646532058716
45.0,128.0,16.0,0.07366132736206055
46.0,6.0,16.0,0.09703724831342697
46.0,17.0,16.0,0.07175863534212112
46.0,21.0,16.0,0.12122860550880432
46.0,26.0,16.0,0.7689589858055115
46.0,30.0,16.0,0.33188366889953613
46.0,35.0,16.0,0.0913291797041893
46.0,37.0,16.0,0.11986953765153885
46.0,39.0,16.0,0.15357434749603271
46.0,40.0,16.0,0.24463169276714325
46.0,48.0,16.0,0.10790976881980896
46.0,55.0,16.0,0.11361783742904663
46.0,56.0,16.0,0.08426202833652496
46.0,60.0,16.0,0.7689589858055115
46.0,62.0,16.0,0.78526771068573
46.0,64.0,16.0,0.7553683519363403
46.0,80.0,16.0,0.16200055181980133
46.0,95.0,16.0,0.7988583445549011
46.0,101.0,16.0,0.8151671886444092
46.0,107.0,16.0,0.7689589858055115
46.0,113.0,16.0,0.17559120059013367
46.0,120.0,16.0,0.06686599552631378
46.0,125.0,16.0,0.038325630128383636
46.0,128.0,16.0,0.10192988067865372
47.0,1.0,16.0,0.05708073452115059
47.0,2.0,16.0,0.16200055181980133
47.0,3.0,16.0,0.1494971662759781
47.0,6.0,16.0,0.07257407903671265
47.0,10.0,16.0,0.14052732288837433
47.0,15.0,16.0,0.11334602534770966
47.0,33.0,16.0,0.13454744219779968
47.0,39.0,16.0,0.18510465323925018
47.0,46.0,16.0,0.16961131989955902
47.0,50.0,16.0,0.11225877702236176
47.0,59.0,16.0,0.701005756855011
47.0,75.0,16.0,0.17396031320095062
47.0,80.0,16.0,0.16200055181980133
47.0,82.0,16.0,0.2655613124370575
47.0,87.0,16.0,0.4172329306602478
47.0,89.0,16.0,0.7689589858055115
47.0,95.0,16.0,0.763522744178772
47.0,100.0,16.0,0.8124490976333618
47.0,101.0,16.0,0.7553683519363403
47.0,104.0,16.0,0.7934221625328064
47.0,105.0,16.0,0.8097308874130249
47.0,110.0,16.0,0.46480023860931396
47.0,115.0,16.0,0.17124217748641968
47.0,116.0,16.0,0.16580593585968018
47.0,121.0,16.0,0.11660777777433395
47.0,123.0,16.0,0.06904050707817078
47.0,128.0,16.0,0.07692308723926544
48.0,3.0,16.0,0.11117151379585266
48.0,5.0,16.0,0.11905409395694733
48.0,6.0,16.0,0.08969829231500626
48.0,12.0,16.0,0.09431912004947662
48.0,21.0,16.0,0.09839631617069244
48.0,26.0,16.0,0.7988583445549011
48.0,27.0,16.0,0.7961402535438538
48.0,43.0,16.0,0.2753465473651886
48.0,62.0,16.0,0.7363414764404297
48.0,65.0,16.0,0.7037238478660583
48.0,75.0,16.0,0.18428921699523926
48.0,82.0,16.0,0.2655613124370575
48.0,88.0,16.0,0.25006797909736633
48.0,91.0,16.0,0.6955694556236267
48.0,92.0,16.0,0.722750723361969
48.0,117.0,16.0,0.14922533929347992
48.0,118.0,16.0,0.126936674118042
48.0,121.0,16.0,0.15819516777992249
48.0,124.0,16.0,0.11307421326637268
49.0,5.0,16.0,0.1568361222743988
49.0,15.0,16.0,0.0967654287815094
49.0,19.0,16.0,0.12204404175281525
49.0,20.0,16.0,0.08534929156303406
49.0,21.0,16.0,0.08806741237640381
49.0,34.0,16.0,0.08670834451913834
49.0,38.0,16.0,0.16091330349445343
49.0,42.0,16.0,0.23919543623924255
49.0,46.0,16.0,0.19108453392982483
49.0,49.0,16.0,0.1826583296060562
49.0,69.0,16.0,0.7118782997131348
49.0,72.0,16.0,0.7173145413398743
49.0,79.0,16.0,0.2247893512248993
49.0,83.0,16.0,0.21663495898246765
49.0,85.0,16.0,0.29600435495376587
49.0,89.0,16.0,0.7743952870368958
49.0,90.0,16.0,0.7662408351898193
49.0,98.0,16.0,0.7743952870368958
49.0,104.0,16.0,0.763522744178772
49.0,110.0,16.0,0.7716770768165588
49.0,114.0,16.0,0.1579233705997467
49.0,123.0,16.0,0.16200055181980133
49.0,128.0,16.0,0.22424571216106415
50.0,7.0,16.0,0.17613480985164642
50.0,8.0,16.0,0.14705082774162292
50.0,12.0,16.0,0.1826583296060562
50.0,21.0,16.0,0.18646371364593506
50.0,24.0,16.0,0.8369122743606567
50.0,30.0,16.0,0.21011143922805786
50.0,31.0,16.0,0.19488991796970367
50.0,37.0,16.0,0.08969829231500626
50.0,39.0,16.0,0.15574884414672852
50.0,40.0,16.0,0.25767871737480164
50.0,41.0,16.0,0.2815982699394226
50.0,44.0,16.0,0.378363698720932
50.0,45.0,16.0,0.2258765995502472
50.0,47.0,16.0,0.2139168232679367
50.0,65.0,16.0,0.7281870245933533
50.0,70.0,16.0,0.6738244891166687
50.0,75.0,16.0,0.27561837434768677
50.0,79.0,16.0,0.27996739745140076
50.0,102.0,16.0,0.7743952870368958
50.0,104.0,16.0,0.7580864429473877
50.0,108.0,16.0,0.763522744178772
50.0,109.0,16.0,0.7580864429473877
50.0,110.0,16.0,0.7961402535438538
50.0,116.0,16.0,0.22506114840507507
50.0,125.0,16.0,0.208480566740036
50.0,128.0,16.0,0.26936668157577515
51.0,11.0,16.0,0.08344659954309464
51.0,18.0,16.0,0.169883131980896
51.0,24.0,16.0,0.8097308874130249
51.0,33.0,16.0,0.07773851603269577
51.0,47.0,16.0,0.21853764355182648
51.0,50.0,16.0,0.2840445637702942
51.0,53.0,16.0,0.08670834451913834
51.0,57.0,16.0,0.10491982102394104
51.0,60.0,16.0,0.16499049961566925
